References,Family,,ID Number,Name,Name UD,Illustration,CEFR level,Definition in Russian,Definition in English,Definition in Norwegian,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. type of construction,Synt. function of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type (only for Clause and Biclausal),Usage label,Anchor words,Common fillers,Comment,STRUCTURE in UD,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,,1973,VP посредством NP-Gen,VP посредством NP-Gen,Территорию увеличили посредством покупки соседних участков.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Instrument,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1974,VP путём NP-Gen,VP путём NP-Gen,Структуру можно расширить путём добавления новых элементов.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Instrument,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1975,VP через NP-Acc,VP через NP-Acc,Мы установили администрирование через Web-интерфейс.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Instrument,,Manner,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1976,VP по NP-Dat,VP по NP-Dat,Говорить по телефону ,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Instrument,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1977,VP за счёт NP-Gen ,VP за счёт NP-Gen,Только за счёт государственной поддержки могут выжить культурные программы на телевидении.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Cause ,,Instrument ,,,,,,,,NA,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1978,VP на NP-Loc,VP на NP-Loc,Считать на калькуляторе,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Instrument,,Manner,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1979,VP из NP-Gen,VP из NP-Gen,Стрелять из ружья,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Instrument,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1980,NP-Nom добираться/ехать/лететь NP-Ins,NP-Nom добираться/ехать/лететь NP-Ins,Из Варшавы в Москву нужно ехать поездом всю ночь.,,,,,,,,,,,Predicate Argument Construction,Verb,VP,Verb,Instrument,,Manner,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1981,VP с подачи NP-Gen ,VP с подачи NP-Gen ,Дату фестиваля выбрали с подачи главы совета.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Manner,,Cause,,,,,,,,NA,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1982,NP (и) в их числе NP,NP (и) в их числе NP,"Многие остались за рубежом, в их числе Таня.",,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun; Pron,Quantification,Inclusive,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,
,,,1983,"NP, включая NP-Acc","NP, включая NP-Acc","Любые реформы, включая налоговую, должны быть постепенными.",,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep; Converb,Converb; Prep,Quantification,Inclusive,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,
,,,1984,VP до (NumOrd/NumCrd) NP-Gen включительно,VP до (NumOrd/NumCrd) NP-Gen включительно,Заявки на конференцию принимаются до 25 августа включительно.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv,Adv; Prep,Time,Temporal boundary,Quantification,Inclusive,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,Temporal boundary,,,,
,,,1985,VP среди прочего/прочих XP,VP среди прочего/прочих XP,Этот статус среди прочего давал право носить оружие.,,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP,Prep; Adj,Discourse structure,Discourse additive,Subset,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,Discourse additive,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,
,,,1986,NP один из Adj-Gen.Pl,NP один из Adj-Gen.Plur,Этот фильм один из лучших у Спилберга.,,,,,,,,,,,Head + Modifier Construction,Attributive,NumCrd; Prep,NumCrd; Prep,Subset,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,
,,,1987,XP по большей части XP,XP по большей части XP,Представители издательств по большей части не явились.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,PP,Prep; Noun; Adj,Measure,,Quantification,Proportional,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,Proportional,,,,,,,,,,Unspecified,,,,,,
,,,1988,XP преимущественно XP,XP преимущественно XP,Эта книга будет интересна преимущественно историкам.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv,Adv,Measure,,Quantification,Proportional,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,Proportional,,,,,,,,,,Unspecified,,,,,,
,,,1989,Cl исключая NP-Acc,Cl исключая NP-Acc,"Пришли все, исключая Петю.",,,,,,,,,,,Cl + Modifier Construction,Adverbial Modifier,Verb Pattern; Prep,Converb; Prep,Quantification,Exceptive,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1990,мало-мальски VP/AP,мало-мальски VP/AP,В каждом мало-мальски крупном городе была своя газета.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Adv; Reduplication,Adv,Degree of intensity,Diminisher,Concession,Failed expectation,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,Failed expectation,,,Diminisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1991,по условиям NP-Gen Cl ,по условиям NP-Gen Cl ,По условиям этого договора страхователь должен нести ответственность.,,,,,,,,,,,Cl + Modifier Construction,Adverbial Modifier,PP,Prep; Noun,Condition,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1992,"говорят, что Cl","говорят, что Cl","Говорят, что там видели даже инопланетян.",,,,,,,,,,,Matrix + Subordinate Clause Construction,Matrix Predicate,VP; Conj,Verb; Conj,Source of information,,Epistemic modality,Low degree of certainty,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,Low degree of certainty,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,1993,"по сообщению/утверждению NP-Gen, Cl","по сообщению/утверждению NP-Gen, Cl","По сообщению Би-би-си, ситуация стабилизировалась.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP,Prep; Noun,Source of information,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,1994,"по выражению/по замечанию NP-Gen, Cl","по выражению/по замечанию NP-Gen, Cl","Встреча, по выражению Игоря Сергеевича, была превосходная.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP,Prep; Noun,Source of information,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,1995,"по преданию/легенде, Cl","по преданию/легенде, Cl","По легенде, вода в этом озере лечебная.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP,Prep; Noun,Source of information,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,1996,"по слухам, Cl","по слухам, Cl","По слухам, здесь обитают дикие звери.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP,Prep; Noun,Source of information,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,1997,"(насколько/как) (мне) помнится, Cl","(насколько/как) (мне) помнится, Cl","Мы, как мне помнится, в детстве часто кормили птиц.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,VP; Conj,Verb; Conj; Pron,Source of information,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,1998,в понимании NP-Gen Cl,в понимании NP-Gen Cl,"В понимании участников команды, для победы была необходима совместная работа.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP,Prep; Noun,Source of information,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,1999,NP-Nom узнать о NP-Loc из NP-Gen,NP-Nom узнать о NP-Loc из NP-Gen,Маша узнала о победителе конкурса из газет.,,,,,,,,,,,Predicate Argument Construction,Verb,VP,Verb; Prep,Source of information,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,2000,NP-Nom узнать о NP-Loc от NP-Gen,NP-Nom узнать о NP-Loc от NP-Gen,Катя узнала об этом рецепте от бабушки.,,,,,,,,,,,Predicate Argument Construction,Verb,VP,Verb; Prep,Source of information,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,2001,"с точки зрения NP-Gen/с PronPoss-Gen точки зрения, Cl","с точки зрения NP-Gen/с Adj.Pron-Gen точки зрения, Cl","С точки зрения режиссёра, этот фильм должен иметь успех за рубежем.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP; Nominal Pattern,Prep; Noun,Source of opinion,Expressing opinion,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2002,"по представлениям NP-Gen/по PronPoss-Dat представлениям, Cl","по представлениям NP-Gen/по Adj.Pron-Dat представлениям, Cl","По представлению матери, Миша обязательно должен был закончить музыкальную школу.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,PP,Prep; Noun,Source of opinion,Expressing opinion,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2003,"по-моему/по-твоему/по-нашему/по-вашему, Cl","по-моему/по-твоему/по-нашему/по-вашему, Cl","По-моему, мы проехали нужный поворот.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,Adv,Adv,Source of opinion,Expressing opinion,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2004,"насколько PronPers-1 знать/PronPers-1.Dat Cop известно, Cl","насколько PronPers-1 знать/PronPers-1.Dat Cop известно, Cl","Насколько я знаю, Вася отлично играет в футбол.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,Adv; VP,Adv; Verb,Epistemic modality,High degree of certainty,Source of information,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,
,,,2005,"насколько PronPers-1 понимать, Cl","насколько Pron.1 понимать, Cl","Ты ещё не готов, насколько я понимаю.",,,,,,,,,,,Cl/XP with parentheticals,Parenthetical,Adv; VP,Adv; Verb,Epistemic modality,High degree of certainty,Source of opinion,Expressing opinion,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,Expressing opinion,,,,,,,,
,,,2006,"Ежели Cl, (то) Cl ","Ежели Cl, (то) Cl ","Ежели не хочешь в воду лезть, то ищи лодку.",,,,,,,,,,,Connection Construction,Conjunction,Conj,Conj,Condition,,,,,,,,,Assertive,Obsolete,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2007,"Коли (уж) Cl, Cl ","Коли (уж) Cl, Cl ","Коли уж пришёл в гости, садись за стол и ешь.",,,,,,,,,,,Connection Construction,Conjunction,Conj,Conj,Condition,,,,,,,,,Assertive,Obsolete,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2008,Будешь Adj/VP-Inf – Cl,Будешь Adj/VP-Inf – Cl,Будешь хорошо учиться – поступишь в университет.,,,,,,,,,,,Biclausal Construction,Predicate,VP,Verb,Condition ,,,,,,,,,Assertive,NA,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2009,"кабы NP-Nom VP-Pst/кабы NP-Dat VP-Inf, VP-Pst бы","кабы NP-Nom VP-Past/кабы NP-Dat VP-Inf, VP-Past бы","Кабы он получше платил, так и работники были бы довольны.",,,,,,,,,,,Connection Construction,Conjunction,Conj,Conj; Particle,Condition,Counterfactual ,,,,,,,,Assertive,Obsolete,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2010,"(один) раз VP-Fut, (потом) Cl","(один) раз VP-Fut, (потом) Cl","Раз ошибёшься, потом будут большие проблемы.",,,,,,,,,,,Biclausal Construction,Adverbial Modifier,NP; Adv,Noun; Adv,Condition,,Taxis,Subsequent action,,,,,,Assertive,NA,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent action,,,,,
,,,2011,"как/лишь/едва только Cl, Cl ","как/лишь/едва только Cl, Cl ","Как только услышу, сразу прибегу.",,,,,,,,,,,Connection Construction,Conjunction,Adv,Adv,Taxis,Subsequent action,Condition,,,,,,,Assertive/Exclamatory,NA,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent action,,,,,
,,,2012,VP на NP-Loc,VP на NP-Loc,До библиотеки можно добраться на троллейбусе или на автобусе.,,,,,,,,,,,Head + Modifier Construction,Adverbial Modifier,Prep,Prep,Instrument,,Manner,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2013,Cl/NP-Nom NP-Gen не касаться,Cl/NP-Nom NP-Gen не касаться,"Чем я занимаюсь по ночам, тебя не касается!",,,,,,,,,,,Predicate Argument Construction,Verb,VP; Negation,Verb; Negation Marker,Attitude,Unconcern,,,,,,,,,Colloquial,,,,,,,,,,,Unconcern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2014,(Да) куда уж (тут) Cop NP-Dat XP,(Да) куда уж (тут) Cop NP-Dat XP,"Куда уж мне тебя понять, простой сибирской девушке!",,,,,,,,,,,Copula Construction,Praedicаtive Expression,Adv,Pron; Particle,Reaction to the previous discourse,Disagreement,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
,,,2015,(Да) как (же) (это) Cop можно Cl?!,(Да) как (же) (это) Cop можно Cl?!,Да как же это можно в деревне без кур!,,,,,,,,,,,Copula Construction,Praedicаtive Expression,Praedic; Adv,Praedic; Pron; Particle,Reaction to the previous discourse,Disagreement,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
,,,2016,"Не факт, что Cl","Не факт, что Cl","Не факт, что это удачный эксперимент.",,,,,,,,,,,Matrix + Subordinate Clause Construction,Matrix Predicate,NP; Negation; Conj,Noun; Negation Marker; Conj,Reaction to the previous discourse,Disagreement,Epistemic modality,Low degree of certainty,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,Low degree of certainty,,,,,,,,,,,,,,,,,Disagreement,,,,,,,,,,,,,,,
